Station,State,ID,Lat,Lon,Elev
Butte,MT,KBTM,45.95,-112.50,1690
Bozeman,MT,KBZN,45.78,-111.15,1364
Cut Bank,MT,KCTB,48.6,-112.37,1175
Dillon,MT,KDLN,45.25,-112.55,1597
Kalispell,MT,KFCA,48.3,-114.27,906
Glendive,MT,KGDV,47.13,-104.80,749
Glasgow,MT,KGGW,48.22,-106.62,700
Great Falls,MT,KGTF,47.48,-111.37,1115
Helena,MT,KHLN,46.6,-112.00,1188
Hamilton,MT,KHMM,46.25,-114.15,1110
Havre,MT,KHVR,48.55,-109.77,792
Jordan,MT,KJDN,47.33,-106.93,811
Livingston,MT,KLVM,45.7,-110.45,1419
Lewistown,MT,KLWT,47.05,-109.47,1270
Miles City,MT,KMLS,46.43,-105.87,801
Monida,MT,KMQM,44.57,-112.32,2068
Missoula,MT,KMSO,46.92,-114.08,972
Wolf Point,MT,KOLF,48.1,-105.58,605
Sidney-Richland,MT,KSDY,47.7,-104.20,605
West Yellowstone,MT,KWEY,44.65,-111.10,2031
Boone,NC,KTNB,36.22,-81.67,1011
Lincolntown,NC,KIPJ,35.48,-81.17,267
Roxboro,NC,KTDF,36.28,-78.98,186
Albemarle,NC,KVUJ,35.42,-80.15,186
Smithfield,NC,KJNX,35.53,-78.38,50
Lexington,NC,KEXX,35.78,-80.30,223
Beaufort,NC,KMRH,34.73,-76.66,3
Salisbury,NC,KRUQ,35.65,-80.52,236
North Wilkesboro,NC,KUKF,36.22,-81.10,396
Chapel Hill,NC,KIGX,35.94,-79.07,156
Washington,NC,KOCW,35.57,-77.05,12
Mount Airy,NC,KMWK,36.46,-80.55,380
Morgantown,NC,KMRN,35.82,-81.61,387
Jefferson,NC,KGEV,36.43,-81.42,969
Gastonia,NC,KAKH,35.2,-81.16,243
Monroe,NC,KEQY,35.02,-80.62,212
Ahoskie,NC,KASJ,36.3,-77.17,21
Andrews,NC,K6A3,35.19,-83.86,518
Asheboro,NC,KHBI,35.65,-79.90,205
Asheville,NC,KAVL,35.43,-82.55,661
Burlington,NC,KBUY,36.05,-79.47,188
Charlotte,NC,KCLT,35.22,-80.93,234
Elizabeth City,NC,KECG,36.27,-76.18,4
Erwin,NC,KHRJ,35.38,-78.73,60
New Bern,NC,KEWN,35.07,-77.05,6
Edenton,NC,KEDE,36.03,-76.57,6
Fayetteville,NC,KFAY,34.98,-78.88,58
Greenville,NC,KPGV,35.63,-77.39,8
Fort Bragg,NC,KFBG,35.13,-78.93,74
Goldsboro,NC,KGSB,35.33,-77.97,33
Greensboro,NC,KGSO,36.08,-79.95,270
Cape Hatteras,NC,KHAT,35.27,-75.55,3
Mackall AAF,NC,KHFF,35.03,-79.50,115
Laurinburg-Maxton,NC,KMEB,34.79,-79.37,67
Hickory,NC,KHKY,35.73,-81.38,362
Hatteras,NC,KHSE,35.22,-75.62,3
Kenansville,NC,KDPL,35,-77.98,41
Wilmington,NC,KILM,34.27,-77.90,10
Rutherfordton,NC,KFQD,35.43,-81.94,329
Winston-Salem,NC,KINT,36.13,-80.22,296
Kinston,NC,KISO,35.33,-77.62,29
Statesville,NC,KSVH,35.76,-80.96,294
Manteo,NC,KMQI,35.92,-75.70,4
New River MCAS,NC,KNCA,34.72,-77.45,8
Cherry Point,NC,KNKT,34.9,-76.88,9
Jacksonville,NC,KOAJ,34.83,-77.62,29
Pope AFB,NC,KPOB,35.17,-79.02,66
Raleigh-Durham Airport,NC,KRDU,35.87,-78.78,134
Roanoke Rapids,NC,KRZZ,36.44,-77.71,78
Rocky Mount,NC,KRWI,35.85,-77.90,48
Southern Pines,NC,KSOP,35.23,-79.40,141
Lumberton,NC,KLBT,34.61,-79.06,37
Bismarck,ND,KBIS,46.77,-100.75,506
Dickinson,ND,KDIK,46.8,-102.80,789
Devils Lake,ND,KDVL,48.12,-98.92,443
Fargo,ND,KFAR,46.9,-96.80,274
Grand Forks,ND,KGFK,47.95,-97.18,257
Williston,ND,KISN,48.18,-103.63,581
Jamestown,ND,KJMS,46.93,-98.68,457
Minot AFB,ND,KMIB,48.42,-101.35,508
Minot,ND,KMOT,48.27,-101.28,523
Garrison,ND,KN60,47.65,-101.43,587
Lidgerwood,ND,KP67,46.1,-97.15,351
Grand Forks AFB,ND,KRDR,47.97,-97.40,278
Hettinger,ND,KHEI,46.01,-102.66,824
Alliance,NE,KAIA,42.05,-102.80,1198
Ainsworth,NE,KANW,42.58,-100.00,789
Aurora,NE,KAUH,40.88,-98.00,550
Broken Bow,NE,KBBW,41.43,-99.65,776
Scottsbluff,NE,KBFF,41.87,-103.60,1206
Beatrice,NE,KBIE,40.3,-96.75,403
Chadron,NE,KCDR,42.83,-103.10,1005
Kearney,NE,KEAR,40.73,-99.00,649
Fremont,NE,KFET,41.45,-96.53,367
Falls City,NE,KFNB,40.08,-95.60,300
Grand Island,NE,KGRI,40.97,-98.32,566
Hastings,NE,KHSI,40.6,-98.43,596
Holdrege,NE,KHDE,40.45,-99.33,705
Imperial,NE,KIML,40.52,-101.62,998
North Platte,NE,KLBF,41.13,-100.68,849
Lincoln,NE,KLNK,40.85,-96.75,362
Lexington,NE,KLXN,40.78,-99.77,734
McCook,NE,KMCK,40.2,-100.58,786
Mullen,NE,KMHN,42.05,-101.07,994
Ord,NE,KODX,41.62,-98.95,631
Omaha Offutt,NE,KOFF,41.12,-95.92,319
Norfolk,NE,KOFK,41.98,-97.43,473
Ogallala,NE,KOGA,41.05,-101.80,999
Columbus,NE,KOLU,41.45,-97.33,440
Omaha,NE,KOMA,41.3,-95.90,299
O'Neill,NE,KONL,42.47,-98.68,619
North Omaha,NE,KOVN,41.37,-96.02,406
Sidney,NE,KSNY,41.1,-102.98,1312
Tekamah,NE,KTQE,41.77,-96.17,312
Valentine,NE,KVTN,42.87,-100.55,792
Jaffrey,NH,KAFN,42.8,-72.00,317
Nashua,NH,KASH,42.78,-71.52,61
Berlin,NH,KBML,44.58,-71.18,695
Concord,NH,KCON,43.2,-71.50,105
Keene,NH,KEEN,42.9,-72.27,149
Whitefield,NH,KHIE,44.35,-71.55,319
Laconia,NH,KLCI,43.57,-71.42,166
Lebanon,NH,KLEB,43.63,-72.30,182
Manchester,NH,KMHT,42.93,-71.43,71
Mt. Washington,NH,KMWN,44.27,-71.30,1910
Portsmouth,NH,KPSM,43.08,-70.82,31
Rochester,NH,KDAW,43.29,-70.92,100
Sussex,NJ,KFWN,41.2,-74.63,128
Atlantic City,NJ,KACY,39.45,-74.57,20
Belmar-Farmingdale,NJ,KBLM,40.18,-74.13,48
Caldwell,NJ,KCDW,40.88,-74.28,53
Newark,NJ,KEWR,40.7,-74.17,9
Millville,NJ,KMIV,39.37,-75.07,25
Morristown,NJ,KMMU,40.8,-74.42,57
Mount Holly,NJ,KVAY,39.93,-74.84,16
Lakehurst NAS,NJ,KNEL,40.03,-74.35,31
Teterboro,NJ,KTEB,40.85,-74.07,3
Trenton,NJ,KTTN,40.28,-74.82,65
McGuire AFB,NJ,KWRI,40.02,-74.60,41
Wildwood,NJ,KWWD,39.02,-74.92,7
Somerville,NJ,KSMQ,40.62,-74.67,32
Andover,NJ,K12N,41.01,-74.74,177
Artesia,NM,KATS,32.85,-104.47,1081
Corona,NM,K4CR,34.1,-105.68,1981
Moriarty,NM,K4MY,34.98,-106.05,1890
Cuba,NM,K4SL,35.8,-107.18,2106
Albuquerque,NM,KABQ,35.05,-106.62,1620
Albuquerque Double Eagle,NM,KAEG,35.14,-106.80,1779
Alamogordo,NM,KALM,32.83,-105.98,1279
Clayton,NM,KCAO,36.45,-103.15,1515
Carlsbad,NM,KCNM,32.33,-104.27,1004
Clovis,NM,KCVN,34.43,-103.08,1284
Clovis Cannon AFB,NM,KCVS,34.38,-103.32,1309
Deming,NM,KDMN,32.27,-107.72,1313
Chama,NM,KE33,36.9,-106.58,2393
Farmington,NM,KFMN,36.75,-108.23,1677
Grants-Milan,NM,KGNT,35.17,-107.90,1987
Gallup,NM,KGUP,35.52,-108.78,1972
Holloman AFB,NM,KHMN,32.85,-106.10,1248
Hobbs,NM,KHOB,32.68,-103.22,1115
Los Alamos,NM,KLAM,35.88,-106.28,2179
Las Cruces,NM,KLRU,32.28,-106.92,1358
Las Vegas,NM,KLVS,35.65,-105.15,2095
Roswell,NM,KROW,33.3,-104.53,1118
Santa Fe,NM,KSAF,35.62,-106.08,1934
Taos,NM,KSKX,36.45,-105.67,2161
Ruidoso,NM,KSRR,33.47,-105.53,2076
Silver City,NM,KSVC,32.63,-108.15,1659
Tucumcari,NM,KTCC,35.18,-103.60,1239
Truth Or Consequences,NM,KTCS,33.23,-107.27,1481
Clines Corner,NM,KCQC,35,-105.66,2160
Raton,NM,KRTN,36.74,-104.66,1939
Wildhorse Resevoir,NV,KAWH,41.67,-115.78,1902
Battle Mountain,NV,KB23,40.6,-116.87,1381
Mercury,NV,KDRA,36.62,-116.02,1009
Elko,NV,KEKO,40.83,-115.78,1565
Ely,NV,KELY,39.28,-114.85,1909
Hawthorne,NV,KHTH,38.55,-118.63,1285
North Las Vegas,NV,KVGT,36.21,-115.19,671
Las Vegas,NV,KLAS,36.08,-115.17,664
Lovelock,NV,KLOL,40.07,-118.57,1190
Nellis AFB,NV,KLSV,36.23,-115.03,570
Fallon NAS,NV,KNFL,39.42,-118.70,1199
Caliente,NV,KP38,37.62,-114.52,1335
Eureka,NV,KP68,39.52,-115.97,1993
Reno,NV,KRNO,39.5,-119.78,1341
Tonopah,NV,KTPH,38.05,-117.08,1654
Austin,NV,KU31,39.5,-117.08,2014
Winnemucca,NV,KWMC,40.9,-117.80,1315
Wells,NV,K9BB,41.11,-114.97,1723
Central Park,NY,KNYC,40.77,-73.98,27
Dansville,NY,KDSV,42.57,-77.71,201
Wellsville,NY,KELZ,42.11,-77.99,647
Westhampton Beach,NY,KFOK,40.85,-72.62,33
Shirley,NY,KHWV,40.82,-72.87,21
Albany,NY,KALB,42.75,-73.80,89
Penn Yan,NY,KPEO,42.63,-77.05,298
Watertown,NY,KART,44,-76.02,99
Binghamton,NY,KBGM,42.22,-75.98,497
Buffalo,NY,KBUF,42.93,-78.73,215
Dunkirk,NY,KDKK,42.5,-79.28,203
Elmira,NY,KELM,42.17,-76.90,291
Farmingdale,NY,KFRG,40.73,-73.42,25
Glens Falls,NY,KGFL,43.33,-73.62,100
Fort Drum,NY,KGTB,44.05,-75.73,207
White Plains,NY,KHPN,41.07,-73.70,134
East Hampton,NY,KHTO,40.97,-72.25,55
Niagara Falls,NY,KIAG,43.1,-78.95,180
Islip,NY,KISP,40.8,-73.10,30
Ithaca,NY,KITH,42.48,-76.45,335
New York JFK,NY,KJFK,40.65,-73.78,7
Fulton,NY,KFZY,43.35,-76.39,145
Jamestown,NY,KJHW,42.15,-79.27,525
Montgomery,NY,KMGJ,41.51,-74.26,111
New York,NY,KLGA,40.77,-73.90,9
Massena,NY,KMSS,44.93,-74.85,65
Monticello,NY,KMSV,41.7,-74.80,428
Ogdensburg,NY,KOGS,44.68,-75.47,91
Plattsburgh,NY,KPLB,44.69,-73.52,74
Poughkeepsie,NY,KPOU,41.63,-73.88,51
Rochester,NY,KROC,43.12,-77.67,169
Schenectady,NY,KSCH,42.85,-73.93,115
Saranac Lake,NY,KSLK,44.38,-74.20,507
Newburgh,NY,KSWF,41.5,-74.10,150
Syracuse,NY,KSYR,43.12,-76.12,124
Utica,NY,KUCA,43.15,-75.38,226
Montauk,NY,KMTP,41.07,-71.92,2
Akron,OH,KAKR,41.04,-81.47,325
Bolton Field,OH,KTZR,39.9,-83.14,276
New Philadelphia,OH,KPHD,40.47,-81.42,273
Hamilton,OH,KHAO,39.36,-84.52,193
Wooster,OH,KBJJ,40.87,-81.89,344
Cleveland Burke,OH,KBKL,41.52,-81.68,178
Akron Canton,OH,KCAK,40.92,-81.43,377
Cleveland Cuyahoga,OH,KCGF,41.57,-81.48,268
Cleveland,OH,KCLE,41.42,-81.87,245
Columbus,OH,KCMH,40,-82.88,249
Dayton,OH,KDAY,39.9,-84.20,306
Dayton Wright,OH,KMGY,39.59,-84.22,293
Defiance,OH,KDFI,41.33,-84.42,216
Lorain,OH,KLPR,41.34,-82.17,242
Findlay,OH,KFDY,41.02,-83.67,247
Lima,OH,KAOH,40.71,-84.03,297
Marion,OH,KMNN,40.62,-83.06,303
Wright-Patt AFB,OH,KFFO,39.83,-84.05,251
Rickenbacker,OH,KLCK,39.82,-82.93,227
Lancaster,OH,KLHQ,39.75,-82.67,260
Cincinnati,OH,KLUK,39.1,-84.42,147
Mansfield,OH,KMFD,40.82,-82.52,395
Ohio State University,OH,KOSU,40.08,-83.07,276
Toledo,OH,KTOL,41.6,-83.80,211
Toledo Metcalf,OH,KTDZ,41.56,-83.48,190
Youngstown,OH,KYNG,41.27,-80.67,361
Wilmington,OH,KILN,39.43,-83.79,328
Zanesville,OH,KZZV,39.95,-81.90,274
Newark Heath,OH,KVTA,40.02,-82.46,269
Ashtabula,OH,KHZY,41.78,-80.70,278
Poteau,OK,KRKR,35.02,-94.62,138
Alva,OK,KAVK,36.77,-98.67,449
Grove,OK,KGMJ,36.61,-94.74,254
Ada,OK,KADH,34.8,-96.67,310
Pauls Valley,OK,KPVJ,34.72,-97.22,295
Guyman,OK,KGUY,36.68,-101.51,948
Ardmore,OK,KADM,34.3,-97.02,232
Ardmore Downtown,OK,K1F0,34.15,-97.12,257
Bartlesville,OK,KBVO,36.77,-96.02,218
Clinton-Sherman,OK,KCSM,35.33,-99.20,586
Enid Vance AFB,OK,KEND,36.33,-97.92,398
Fort Sill,OK,KFSI,34.65,-98.40,362
Gage,OK,KGAG,36.3,-99.77,678
Hobart,OK,KHBR,34.98,-99.05,477
Lawton,OK,KLAW,34.57,-98.42,338
Altus AFB,OK,KLTS,34.67,-99.27,420
Guthrie,OK,KGOK,35.85,-97.42,325
McAlester,OK,KMLC,34.88,-95.78,235
Muskogee,OK,KMKO,35.65,-95.37,186
Oklahoma City,OK,KOKC,35.4,-97.60,397
Ponca City,OK,KPNC,36.73,-97.10,307
Oklahoma City Wiley Post,OK,KPWA,35.53,-97.65,396
Stillwater,OK,KSWO,36.17,-97.08,300
Tinker AFB,OK,KTIK,35.42,-97.38,394
Tulsa,OK,KTUL,36.2,-95.90,206
Tulsa Jones,OK,KRVS,36.04,-95.98,194
Enid,OK,KWDG,36.38,-97.78,356
Frederick,OK,KFDR,34.34,-98.98,377
Aurora,OR,KUAO,45.25,-122.77,60
Brookings,OR,K4BK,42.05,-124.28,24
John Day State,OR,K5J0,44.4,-118.97,1127
Astoria,OR,KAST,46.15,-123.88,7
Baker,OR,KBKE,44.83,-117.82,1027
Burns,OR,KBNO,43.58,-118.95,1271
Corvallis,OR,KCVO,44.5,-123.28,75
Cascade Locks,OR,KCZK,45.67,-121.88,46
The Dalles,OR,KDLS,45.62,-121.17,74
Eugene,OR,KEUG,44.12,-123.22,114
Portland Hillsboro,OR,KHIO,45.53,-122.95,62
Newport,OR,KJNW,44.58,-124.07,48
Newport Airport,OR,KONP,44.58,-124.05,48
La Grande,OR,KLGD,45.28,-118.00,827
Lakeview AWS,OR,KLKV,42.17,-120.40,1441
Klamath Falls,OR,KLMT,42.15,-121.73,1247
McMinnville,OR,KMMV,45.19,-123.14,49
Meacham,OR,KMEH,45.52,-118.40,1236
Medford,OR,KMFR,42.37,-122.87,405
Ontario,OR,KONO,44.02,-117.02,668
North Bend,OR,KOTH,43.42,-124.25,4
Pendleton,OR,KPDT,45.68,-118.85,456
Portland,OR,KPDX,45.6,-122.60,12
Pacific City,OR,KPFC,45.2,-123.97,2
Roseburg,OR,KRBG,43.23,-123.35,160
Redmond,OR,KRDM,44.25,-121.15,938
Rome,OR,KREO,42.58,-117.89,1235
Tillamook,OR,KS47,45.42,-123.82,11
Salem,OR,KSLE,44.92,-123.00,61
Scappoose,OR,KSPB,45.77,-122.86,48
Sexton Summit,OR,KSXT,42.62,-123.37,1171
Portland Troutdale,OR,KTTD,45.55,-122.40,11
Hermiston,OR,KHRI,45.93,-119.26,195
Doylestown,PA,KDYL,40.33,-75.12,120
Pottstown,PA,KPTW,40.24,-75.56,92
Mt. Pocono,PA,KMPO,41.14,-75.38,577
Allentown,PA,KABE,40.65,-75.43,117
Selinsgrove,PA,KSEG,40.82,-76.86,137
Washington,PA,KAFJ,40.13,-80.28,361
Pittsburgh Allegheny Co.,PA,KAGC,40.35,-79.93,382
Altoona,PA,KAOO,40.3,-78.32,458
Avoca,PA,KAVP,41.33,-75.73,289
Bradford,PA,KBFD,41.8,-78.63,653
Butler,PA,KBTP,40.78,-79.95,380
Beaver Falls,PA,KBVI,40.77,-80.40,382
Harrisburg,PA,KCXY,40.22,-76.85,106
Du Bois,PA,KDUJ,41.18,-78.90,554
Erie,PA,KERI,42.08,-80.18,225
Franklin,PA,KFKL,41.38,-79.87,469
Williamsport,PA,KIPT,41.25,-76.92,160
Indiana,PA,KIDI,40.63,-79.10,428
Johnstown,PA,KJST,40.32,-78.83,696
Meadville,PA,KGKJ,41.63,-80.21,427
Latrobe,PA,KLBE,40.28,-79.40,361
Lancaster,PA,KLNS,40.12,-76.30,123
Middletown,PA,KMDT,40.2,-76.77,94
Fort Indiantown Gap,PA,KMUI,40.43,-76.57,149
Willow Grove,PA,KNXX,40.2,-75.15,110
Philadelphia,PA,KPHL,39.88,-75.25,9
Pittsburgh,PA,KPIT,40.5,-80.22,373
Northeast Philadelphia,PA,KPNE,40.08,-75.02,37
Reading,PA,KRDG,40.38,-75.97,105
York,PA,KTHV,39.92,-76.87,146
State College,PA,KUNV,40.85,-77.85,378
Clearfield,PA,KFIG,41.05,-78.41,488
Westerly,RI,KWST,41.35,-71.80,25
Block Island,RI,KBID,41.17,-71.58,33
N. Kingstown,RI,KOQU,41.6,-71.42,6
Providence,RI,KPVD,41.73,-71.43,19
Pawtucket,RI,KSFZ,41.92,-71.50,134
Newport,RI,KUUU,41.45,-71.30,6
Greenwood,SC,KGRD,34.25,-82.16,192
Darlington,SC,KUDG,34.45,-79.88,59
Clemson,SC,KCEU,34.67,-82.89,272
Anderson,SC,KAND,34.5,-82.72,238
Columbia,SC,KCAE,33.95,-81.12,69
Charleston,SC,KCHS,32.9,-80.03,15
North Myrtle Beach,SC,KCRE,33.82,-78.72,10
Florence,SC,KFLO,34.18,-79.72,45
Greenville Downtown,SC,KGMU,34.85,-82.35,319
Greenville,SC,KGSP,34.9,-82.22,296
Eastover,SC,KMMT,33.92,-80.80,77
Columbia Owens,SC,KCUB,33.97,-80.99,56
Myrtle Beach,SC,KMYR,33.68,-78.93,8
Beaufort MCAS,SC,KNBC,32.48,-80.72,12
Shaw AFB,SC,KSSC,33.97,-80.47,74
Orangeburg,SC,KOGB,33.46,-80.86,60
Rock Hill,SC,KUZA,34.98,-81.06,221
Pine Ridge,SD,KIEN,43.02,-102.51,1015
Custer,SD,KCUT,43.73,-103.62,1707
Buffalo,SD,K2WX,45.57,-103.52,881
Chamberlain,SD,K9V9,43.8,-99.32,530
Aberdeen,SD,KABR,45.45,-98.43,396
Faith,SD,KD07,45.04,-102.02,787
Watertown,SD,KATY,44.92,-97.15,533
Brookings,SD,KBKX,44.3,-96.82,502
Belle Fourche,SD,KEFC,44.73,-103.87,82
Sioux Falls,SD,KFSD,43.58,-96.73,435
Huron,SD,KHON,44.38,-98.22,393
Mitchell,SD,KMHE,43.77,-98.03,397
Mobridge,SD,KMBG,45.54,-100.41,510
Philip,SD,KPHP,44.05,-101.60,673
Pierre,SD,KPIR,44.38,-100.28,531
Rapid City,SD,KRAP,44.05,-103.07,966
Ellsworth AFB,SD,KRCA,44.15,-103.10,978
Lemmon,SD,KY22,45.93,-102.17,781
Yankton,SD,KYKN,42.92,-97.38,398
Winner,SD,KSFD,43.4,-99.80,622
Sisseton,SD,K8D3,45.67,-96.99,354
Somerville,TN,KFYE,35.21,-89.39,133
Huntingdon,TN,KHZD,36.09,-88.46,151
Paris,TN,KPHT,36.34,-88.38,177
Selmer,TN,KSZY,35.2,-88.50,186
Union City,TN,KUCY,36.38,-88.99,104
Covington,TN,KM04,35.58,-89.59,85
Bolivar,TN,KM08,35.21,-89.04,152
Lexington,TN,KM52,35.65,-88.38,157
Savannah,TN,KSNH,35.17,-88.22,144
Nashville,TN,KBNA,36.12,-86.68,180
Chattanooga,TN,KCHA,35.03,-85.20,210
Crossville,TN,KCSV,35.95,-85.08,573
Dyersburg,TN,KDYR,36,-89.40,103
Memphis,TN,KMEM,35.05,-90.00,87
Jackson,TN,KMKL,35.6,-88.92,132
Smyrna,TN,KMQY,36.02,-86.52,166
Millington,TN,KNQA,35.35,-89.87,98
Tri-Cities,TN,KTRI,36.48,-82.40,463
Knoxville,TN,KTYS,35.82,-83.98,299
Oak Ridge,TN,KOQT,36.02,-84.23,277
Brenham,TX,K11R,30.22,-96.37,94
Grand Prarie,TX,KGPM,32.7,-97.05,180
Dryden,TX,K6R6,30.05,-102.21,708
McKinney,TX,KTKI,33.18,-96.59,179
Arlington,TX,KGKY,32.66,-97.09,192
Corsicana,TX,KCRS,32.03,-96.40,137
Terrell,TX,KTRL,32.71,-96.27,145
New Braunfels,TX,KBAZ,29.7,-98.20,9999
Abilene,TX,KABI,32.42,-99.68,546
Waco,TX,KACT,31.62,-97.22,155
Dallas Addison,TX,KADS,32.97,-96.83,196
Fort Worth Alliance,TX,KAFW,32.98,-97.32,220
Alice,TX,KALI,27.73,-98.03,54
Amarillo,TX,KAMA,35.23,-101.70,1099
Austin,TX,KATT,30.3,-97.70,189
Austin Bergstrom,TX,KAUS,30.19,-97.67,165
Borger,TX,KBGD,35.7,-101.40,9999
Beaumont,TX,KBPT,29.95,-94.02,7
Brownsville,TX,KBRO,25.9,-97.43,6
Burnet,TX,KBMQ,30.74,-98.24,391
Childress,TX,KCDS,34.43,-100.28,595
College Station,TX,KCLL,30.58,-96.37,98
Cotulla,TX,KCOT,28.45,-99.22,144
Corpus Christi,TX,KCRP,27.77,-97.50,13
Conroe,TX,KCXO,30.36,-95.41,75
Dallas Love,TX,KDAL,32.85,-96.85,148
Dallas/Ft Worth,TX,KDFW,32.9,-97.03,182
Dalhart,TX,KDHT,36.02,-102.55,1216
Del Rio Laughlin AFB,TX,KDLF,29.37,-100.78,330
Del Rio,TX,KDRT,29.37,-100.92,307
Denton,TX,KDTO,33.2,-97.18,197
Georgetown,TX,KGTU,30.68,-97.68,240
Houston Hooks,TX,KDWH,30.07,-95.55,46
Houston Clover,TX,KLVJ,29.52,-95.24,13
Abilene Dyess,TX,KDYS,32.43,-99.85,545
Ellington Field,TX,KEFD,29.6,-95.17,10
El Paso,TX,KELP,31.8,-106.40,1194
Sherman-Denison,TX,KF39,33.72,-96.67,228
Fort Stockton,TX,KFST,30.9,-102.90,9999
Fort Worth,TX,KFTW,32.82,-97.37,216
Guadalupe Pass,TX,KGDP,31.83,-104.80,1662
Longview,TX,KGGG,32.35,-94.65,124
Galveston,TX,KGLS,29.3,-94.80,16
Fort Hood,TX,KGRK,31.07,-97.83,309
Greenville,TX,KGVT,33.07,-96.07,163
Hondo,TX,KHDO,29.35,-99.18,283
Killeen/Ft Hood,TX,KHLR,31.15,-97.72,283
Houston,TX,KHOU,29.65,-95.28,14
Harlingen,TX,KHRL,26.23,-97.65,11
Houston Intercontinental,TX,KIAH,29.97,-95.35,33
Killeen,TX,KILE,31.08,-97.68,258
Wink,TX,KINK,31.78,-103.20,859
Junction,TX,KJCT,30.5,-99.77,522
Lubbock,TX,KLBB,33.65,-101.82,988
Angleton,TX,KLBX,29.12,-95.47,8
Lufkin,TX,KLFK,31.23,-94.75,88
Laredo,TX,KLRD,27.55,-99.47,155
Midland,TX,KMAF,31.95,-102.18,872
McAllen,TX,KMFE,26.18,-98.23,33
Marfa,TX,KMRF,30.37,-104.02,1481
Mineral Wells,TX,KMWL,32.78,-98.07,296
Fort Worth NAS,TX,KNFW,32.77,-97.45,198
Corpus Chr NAS,TX,KNGP,27.7,-97.28,6
Kingsville NAS,TX,KNQI,27.5,-97.82,15
Nacogdoches,TX,KOCH,31.58,-94.72,108
Paris,TX,KPRX,33.63,-95.45,167
Palacios,TX,KPSX,28.73,-96.25,5
McGregor,TX,KPWG,31.48,-97.32,180
Dallas Redbird,TX,KRBD,32.68,-96.87,201
Rockport,TX,KRKP,28.08,-97.05,8
Randolph AFB,TX,KRND,29.53,-98.28,232
Sabine Pass,TX,KRPE,29.7,-93.95,3
San Antonio,TX,KSAT,29.53,-98.47,242
San Marcos,TX,KHYI,29.89,-97.86,182
Stephenville,TX,KSEP,32.22,-98.18,402
Houston Hull,TX,KSGR,29.62,-95.65,2
San Angelo,TX,KSJT,31.37,-100.50,582
Kelly AFB,TX,KSKF,29.38,-98.58,210
Wichita Falls,TX,KSPS,33.98,-98.50,314
San Antonio Stinson,TX,KSSF,29.33,-98.47,176
Temple,TX,KTPL,31.15,-97.40,208
Tyler,TX,KTYR,32.35,-95.40,166
Huntsville,TX,KUTS,30.75,-95.99,144
Victoria,TX,KVCT,28.85,-96.92,36
Odessa,TX,KODO,31.92,-102.39,902
Port Isabel,TX,KPIL,26.16,-,97.33
99999,,,NA,,NA
Blanding,UT,K4BL,37.62,-109.47,1840
Hanksville,UT,K4HV,38.37,-110.72,1314
Bryce Canyon,UT,KBCE,37.7,-112.15,2312
Cedar City,UT,KCDC,37.7,-113.10,1714
Wendover,UT,KENV,40.73,-114.03,1292
Ogden Hill AFB,UT,KHIF,41.12,-111.97,1459
Logan,UT,KLGU,41.78,-111.85,1358
Milford,UT,KMLF,38.43,-113.01,1536
Moab Airport,UT,KCNY,38.76,-109.75,1388
Ogden,UT,KOGD,41.2,-112.02,1362
Price,UT,KPUC,39.62,-110.75,1799
Provo,UT,KPVU,40.22,-111.72,1369
St. George,UT,KSGU,37.08,-113.60,896
Salt Lake City,UT,KSLC,40.78,-111.97,1288
Delta,UT,KU24,39.33,-112.58,1414
Green River,UT,KU28,39,-110.17,1241
Vernal,UT,KVEL,40.43,-109.52,1608
Louisa,VA,KLKU,38.01,-77.97,150
Orange,VA,KOMH,38.25,-78.05,142
Chesapeake,VA,KCPK,36.66,-76.32,6
Culpeper,VA,KCJR,38.53,-77.86,95
Fredericksburg,VA,KEZF,38.27,-77.45,26
Leesburg,VA,KJYO,39.08,-77.56,119
Melfa,VA,KMFV,37.65,-75.76,15
Marion,VA,KMKJ,36.89,-81.35,780
Abingdon,VA,KVJI,36.69,-82.03,636
